78,348
70,395
75,485
90,460
71,400
75,500
84,440
47,253
66,440
256,2980
96,720
125,920
82,375
407,3980
162,1180
98,745
173,1800
173,1400
41,245
253,1680
78,660
115,840
157,1160
128,1000
44,205
123,770
256,2480
76,465
68,300
154,1280
113,820
127,950
103,670
93,658
145,1080
86,375
106,430
43,218
187,1380
106,735
165,1300
202,1400
52,250
263,2000
83,338
48,206
80,360
77,345
81,300
105,708
40,262
462,5300
32,308
78,400
143,920
78,412
105,580
206,1200
143,1450
77,356
98,730
221,1400
322,2500
70,490
43,237
111,800
187,1380
338,4200
568,16500
337,3500
333,2900
600,9999
157,920
109,720
89,745
115,800
233,2200
132,1000
241,1900
75,538
380,4500
137,1230
82,750
286,2500
144,1000
100,378
114,865
64,350
228,2650
113,820
108,720
80,470
98,670
78,345
81,325
81,380
229,2100
78,385
83,425
81,378
92,520
101,430
60,219
164,1280
81,610
120,850
120,860
96,830
104,905
140,900
143,1250
144,1350
373,3650
154,1150
173,1280
70,220
166,1210
221,1400
102,1100
50,470
51,340
95,530
175,1390
110,565
111,1120
118,848
240,2450
80,395
96,830
149,1080
51,500
156,1240
115,838
202,1400
164,1028
87,560
167,1500
250,5000
125,760
111,560
104,540
260,1380
88,610
100,690
110,735
480,4500
76,480
80,470
284,2580
172,1368
340,4380
143,1450
146,1080
156,1250
82,720
150,1050
123,900
101,820
47,405
188,1350
256,2100
76,326
180,1680
110,820
62,355
49,285
84,680
156,1200
198,1100
120,795
106,750
142,985
149,1780
174,1850
100,690
96,435
122,560
110,735
88,445
110,540
107,838
165,1290
114,845
98,620
100,425
73,290
100,370
157,1100
150,1080
114,850
180,1360
75,520
156,1228
221,1800
115,770
36,205
97,600
259,1400
241,1600
285,2400
286,2660
80,548
73,288
122,946
98,640
106,760
172,1280
132,950
143,1450
149,1100
221,2500
220,2200
179,1630
234,2200
139,820
261,2000
84,670
95,720
145,1450
79,395
183,1680
112,820
79,600
114,860
108,650
110,1080
36,250
116,760
122,795
81,585
76,545
158,1200
221,2780
107,745
141,2380
110,980
93,830
141,1350
168,1380
107,838
179,1380
50,249
87,375
93,141
98,380
332,2880
49,299
190,740
53,295
71,490
59,345
130,570
45,200
253,1680
78,520
127,940
28,148
72,310
70,305
67,325
310,3400
228,2800
119,465
98,570
86,388
105,760
135,1050
266,2500
102,760
220,2200
106,735
100,368
89,746
38,215
68,310
201,2350
158,1048
143,1450
446,5180
143,1358
35,298
142,1200
73,140
221,1600
145,1250
220,2500
84,600
149,1050
189,1280
144,1400
173,2000
148,1050
79,600
81,570
94,830
220,2700
88,508
184,1700
76,450
242,1900
78,550
