78,416
76,213
129,540
79,395
62,135
68,85
76,300
31,37
164,1200
81,515
88,390
81,499
107,710
47,180
80,240
70,197
106,315
38,126
89,251
82,97
60,128
82,316
46,158
92,567
64,180
45,96
129,563
81,490
91,195
66,220
68,82
48,65
73,275
68,82
90,428
60,128
80,170
107,618
107,620
81,510
94,485
85,190
120,718
107,680
49,400
60,130
89,189
55,120
81,420
68,198
65,180
55,118
72,205
69,200
58,124
61,130
66,260
89,380
78,400
81,485
60,170
82,500
70,245
64,180
79,395
94,568
55,68
45,96
87,199
73,275
72,210
82,472
92,156
50,168
79,395
90,428
61,130
75,130
81,380
92,156
100,242
94,565
60,78
86,185
81,508
68,145
79,395
60,128
43,106
120,700
45,96
107,675
81,490
120,700
50,155
61,265
46,158
60,170
65,85
107,600
75,130
44,248
82,97
78,400
93,125
98,116
70,160
55,118
65,77
82,472
98,238
66,260
89,375
70,92
50,155
64,180
78,166
70,150
70,295
70,245
81,380
45,96
77,273
79,395
70,150
81,500
107,660
65,205
60,128
65,139
70,160
80,170
60,78
89,380
94,568
87,199
46,158
65,185
65,140
44,220
129,580
78,380
88,460
82,420
66,185
89,550
78,166
107,660
64,180
68,82
65,139
68,160
50,155
47,100
35,74.4
66,260
65,138
42,50
70,160
72,210
60,78
58,76
93,125
70,150
43,106
82,500
65,180
78,400
67,143
81,520
78,380
129,580
88,460
82,420
44,220
74,260
86,190
73,245
93,198
68,196
90,198
82,316
75,160
129,540
85,410
81,420
115,600
126,560
83,400
76,290
92,198
70,208
120,728
81,499
107,643
88,420
69,255
50,260
44,248
65,140
81,480
68,162
46,183
81,520
60,176
81,490
129,540
79,380
81,508
68,198
68,90
70,92
68,249
70,248
107,635
74,170
68,145
36,230
67,190
126,560
83,375
74,260
81,400
81,498
83,375
63,134
96,204
107,660
47,60
68,162
47,185
70,248
89,251
45,127
90,120
58,125
88,125
94,568
107,600
75,165
50,220
81,385
68,85
45,130
75,160
76,300
43,130
78,220
61,130
60,169
43,95
78,170
45,127
78,110
43,95
49,105
31,120
63,136
63,72
60,128
46,98
81,495
91,123.89
89,490
78,370
65,140
82,315
84,180
68,145
47,100
92,200
47,100
70,278
70,196
89,250
70,197
45,127
65,140
48,172
89,190
107,660
83,370
66,150
63,180
81,370
60,169
46,98
66,190
43,130
50,168
