124,740
78,485
76,450
140,845
78,335
520,6900
39,203
63,300
70,350
69,355
129,988
89,410
96,525
103,670
69,348
281,4888
285,3200
28,145
61,335
68,148
73,380
77,428
126,820
80,438
89,700
75,320
97,423
160,900
53,288
146,850
127,698
159,980
88,455
127,638
88,658
103,638
126,750
218,1150
69,355
79,450
165,1118
165,986
97,435
57,295
97,410
106,600
133,668
80,395
63,330
67,330
185,968
69,410
220,1180
70,345
197,2450
107,550
228,1750
78,365
266,3600
76,450
85,308
79,370
266,2980
88,470
88,440
124,736
274,2388
132,670
266,3588
103,498
107,538
99,528
113,700
49,255
81,448
122,730
91,458
106,688
112,718
105,650
89,368
80,380
78,458
71,345
87,513
285,2600
127,698
87,528
520,6900
113,680
282,5500
86,460
73,375
71,315
97,389
107,570
127,699
124,1050
282,4500
70,298
103,500
103,685
68,295
125,710
125,780
60,160
71,365
81,435
79,460
135,960
99,730
127,690
125,738
130,705
69,403
86,488
67,430
161,880
85,308
106,510
79,355
160,888
97,528
84,506
103,678
122,768
62,340
88,450
120,618
243,2388
158,960
43,213
122,730
81,460
82,170
134,900
74,370
76,405
266,3300
76,456
223,2200
67,292
72,385
69,300
84,480
69,360
83,490
107,590
217,1150
128,850
120,596
349,2988
53,299
127,730
86,530
86,480
98,118
78,288
78,340
127,770
135,980
60,320
103,500
78,588
80,388
200,1350
106,688
69,398
74,428
89,630
127,1050
70,310
88,638
127,688
127,925
100,628
102,505
97,550
86,480
245,2388
105,680
37,176
135,1050
188,750
125,680
36,260
96,496.5
146,850
74,430
103,490
151,890
85,332
134,1150
87,465
93,405
81,478
103,680
151,900
86,315
36,75
243,2600
98,390
282,5500
89,345
45,68
103,700
164,820
87,528
87,415
68,820
88,450
71,370
86,435
91,538
354,1500
74,400
46,248
43,205
98,1200
64,325
107,620
69,345
64,315
60,285
100,570
97,415
103,618
59,309
78,312
99,388
93,455
74,300
75,500
56,226.6
133,750
81,520
70,346
416,4800
93,420
67,280
117,540
135,980
77,415
49,255
89,301
133,680
97,550
97,435
50,255
69,360
89,600
88,650
74,326
188,970
97,400
69,430
78,310
107,590
93,480
57,295
78,340
97,400
43,200
146,850
67,320
180,1400
73,280
146,800
86,540
73,330
38,184
60,160
38,210
88,462
67,370
49,277
78,350
74,310
247,2450
124,705
71,450
91,470
188,770
80,460
27,150
125,710
242,3180
155,855
107,600
105,690
50,295
200,1200
50,295
86,526
58,340
126,975
165,1250
62,368
49,248
354,1500
