93,710
101,820
107,1000
78,425
95,403
54,255
62,366
98,420
78,426
82,330
58,316
63,368
87,710
53,325
110,550
93,630
81,350
67,420
38,155
81,300
58,295
126,568
95,724
166,1080
80,620
105,815
100,580
36,415
95,735
29,305
103,580
95,408
76,468
67,600
138,550
46,230
94,715
33,345
37,280
87,660
37,300
105,735
93,495
120,596
81,308
98,398
220,880
35,245
140,940
107,860
140,940
54,325
93,580
80,585
47,370
87,700
45,315
45,350
119,825
28,130
85,850
87,688
50,282
183,750
37,175
63,346
85,460
138,560
67,550
140,685
76,610
78,590
93,450
101,450
70,550
76,528
133,1000
24,110
40,295
27,162
78,435
140,945
50,385
30,293
81,300
100,400
92,900
53,430
181,740
103,490
54,520
53,363.08
65,350
25,130
33,375
36,460
43,198
91,755
164,980
92,668
85,788
85,838
40,55
45,260
57,360
63,400
168,945
56,298
58,210
46,510
32,45
85,850
101,599
113,850
118,810
71,315
91,530
106,450
29,180
38,210
81,550
75,510
68,360
80,500
94,640
85,709
98,420
54,330
89,618
94,700
95,680
29,175
94,660
85,711
99,688
29,170
50,282
75,510
50,260
103,560
58,213
58,329
93,590
54,310
104,600
63,360
85,828
130,950
49,358
50,300
132,1000
95,700
95,718
131,1000
98,398
130,950
87,695
140,695
76,510
73,290
70,360
78,368
91,550
60,286
140,685
58,245
16,255
45,107
53,400
72,82
121,648
35,218
95,405
90,535
57,345
72,380
76,317
80,350
75,510
87,705
75,430
96,716
96,670
95,710
59,460
51,560
58,245
59,446
87,645
58,430
94,700
75,520
74,508
44,405
94,702
131,1000
94,700
93,685
133,999
95,700
95,703
94,710
94,718
96,666
95,712
95,698
133,1000
94,701
95,706
95,718
66,375
91,548
102,390
54,340
101,598
93,740
96,420
44,360
81,492
80,330
77,525
37,220
44,315
45,320
42,300
32,170
25,150
23,130
47,445
68,455
108,810
52,430
46,420
58,470
51,412
58,250
53,365
70,435
99,418
75,430
80,650
137,600
140,690
81,450
47,430
80,324
86,500
72,340
95,490
87,790
38,158
76,350
73,360
95,406
63,375
87,580
87,800
96,415
101,460
91,550
51,530
101,385
91,548
66,477
101,405
54,340
65,438
78,550
91,548
102,390
95,98
96,660
98,388
62,369
128,1080
65,320
103,495
29,135
68,360
75,770
43,300
69,380
28,160
161,1300
94,620
81,310
117,1160
62,376
93,630
50,480
96,620
47,410
63,360
97,690
98,430
62,379
42,210
52,320
101,440
83,600
80,650
