36,288
58,260
92,376
21,115
42,335
69,375
96,340
46,360
122,470
37,290
76,398
31,289
92,410
65,365
74,330
84,360
80,315
31,280
42,350
121,715
34,190
44,252
57,300
28,238
59,300
62,370
37,328
23,125
58,280
73,310
60,290
121,705
93,490
44,252
102,495
42,350
46,370
48,450
53,260
69,365
84,352
62,375
82,390
85,375
84,295
34,200
68,390
97,390
42,320
47,400
28,280
31,245
46,380
36,320
68,390
58,320
28,238
99,430
89,578
59,258
36,306
37,350
42,330
30,315
28,300
39,350
28,320
48,398
42,370
45,387
36,306
37,330
21,248
28,290
37,358
31,320
59,280
58,255
53,255
48,350
102,510
42,348
42,348
58,272
21,120
53,250
24,116
31,145
59,260
24,115
91,378
45,378
77,400
156,988
58,260
83,370
175,950
59,275
82,380
122,500
45,400
45,378
49,410
42,382
98,570
23,98
31,300
78,368
62,330
54,270
58,238
54,235
54,260
85,310
42,340
98,400
37,335
37,280
46,360
37,300
46,370
46,356
59,278
82,330
38,185
45,398
84,360
37,298
37,280
48,350
64,230
42,350
46,368
58,275
36,320
46,356
82,350
84,350
101,350
31,298
36,312
58,265
90,560
122,680
76,455
57,270
46,370
121,715
62,375
106,525
98,360
59,275
39,310
36,316
102,495
31,230
45,253
97,610
53,248
48,410
61,305
98,650
60,165
31,310
39,288
31,290
46,370
37,282
31,308
46,370
36,306
46,360
46,358
30,315
37,300
37,296
36,320
28,300
28,320
46,370
68,370
76,320
42,290
42,350
37,300
120,445
84,345
59,205
28,299
31,310
42,350
57,258
96,460
84,352
44,252
89,588
82,420
42,350
92,490
42,340
58,302
48,390
58,290
46,368.6
58,285
59,290
72,385
98,410
31,150
38,185
60,100
39,350
35,300
59,280
54,350
28,280
58,250
59,290
21,108
31,140
54,247
49,420
60,251
58,270
58,260
86,340
24,120
85,375
108,448
122,732
54,247
59,275
88,420
78,400
62,359
58,275
42,360
98,460
21,108
78,375
46,370
107,428
96,420
58,300
31,290
30,275
49,420
85,355
58,265
72,385
102,520
101,350
60,325
65,312
60,285
84,350
54,330
82,370
24,110
58,245
24,98
42,390
48,410
73,310
58,268
46,330
48,380
39,288
76,400
59,270
122,500
22,250
78,470
58,308
59,280
45,380
58,270
106,515
31,143
96,340
98,400
37,300
42,185
37,275
47,379
53,255
88,350
59,285
65,380
37,280
103,355
60,270
63,360
107,430
26,199.9
42,310
60,170
54,247
58,273
72,425
94,400
