68,157
75,115
72,130
217,1450
192,850
230,1150
50,275
95,510
42,205
39,195
96,570
57,300
73,460
32,185
45,305
49,240
34,175
68,458
93,410
61,360
149,1000
115,168
125,810
41,72
90,615
200,950
73,430
73,390
107,760
68,120
115,850
149,988
80,430
49,360
88,475
146,1050
61,345
139,980
37,60
95,160
82,550
45,250
45,365
112,598
48,85
211,1000
90,485
89,650
112,603
64,410
120,515
131,850
80,400
60,100
213,1120
35,280
154,1080
122,800
111,610
149,920
122,900
139,950
45,295
35,285
90,598
60,175
74,380
75,440
122,830
82,600
189,920
104,720
103,720
124,910
98,157
62,348
108,760
72,453
128,860
61,349
99,735
60,349
40,248
58,340
34,180
62,95
74,380
68,518
66,385
57,315
40,245
76,395
137,770
84,490
138,970
44,290
48,85
81,428
73,390
195,930
80,450
128,860
104,618
74,390
118,700
66,380
75,440
104,690
90,620
82,500
68,400
85,470
65,100
139,960
82,530
51,305
76,130
60,105
91,590
76,460
225,1800
76,440
210,1150
60,358
83,400
88,520
97,435
139,1000
35,180
193,920
99,720
117,610
104,710
140,1000
70,438
139,1050
84,540
92,580
69,353.5
122,780
76,118.5
122,800
73,415
150,985
42,210
74,395
139,980
71,435
35,265
40,245
118,760
45,79
123,898
92,143
61,355
48,350
63,375
41,73
45,69
91,500
61,390
75,465
66,375
58,168
62,350
119,806
226,1750
81,660
60,375
95,560
92,140
86,462
72,50
78,415
41,205
137,680
122,820
21,250
39,215
45,80
149,925
130,850
216,1450
90,600
149,1000
113,578
70,102
80,160
149,1080
60,100
74,410
74,370
103,600
74,370
49,90
118,800
146,1030
96,170
40,205
45,79
82,545
34,230
42,250
118,760
60,350
86,530
129,825
80,400
35,185
45,79
92,370
79,410
70,460
60,360
78,440
70,500
110,768
54,400
80,389
131,780
118,755
40,208
84,420
92,380
32,195
92,485
69,530
48,420
59,398
149,1030
48,360
66,375
122,820
81,406
86,480
88,510
64,420
64,395
128,850
128,830
78,430
64,360
122,820
62,338
58,169
58,90
66,380
127,720
58,355
37,125
109,485
121,555
70,110
34,60
121,800
194,920
82,500
60,360
73,389
104,730
76,510
74,390
69,530
217,1680
57,300
122,800
75,260
120,760
46,240
41,72
92,142
67,390
50,250
42,235
84,558
34,170
62,350
210,1180
73,390
108,445
61,349
80,580
86,463
72,385
65,355
66,422
70,438
76,377
100,738
70,459
104,559
71,440
73,465
81,445
30,180
214,1400
90,490
83,530
82,528
94,560
118,790
